Fairfax County|2017|19167.0
Fairfax city|2017|387.0
Fairfield County|2017|8637.666666666666
Fajardo Municipio|2017|1489.0
Fall River County|2017|124.0
Fallon County|2017|47.0
Falls Church city|2017|219.0
Falls County|2017|280.0
Fannin County|2017|527.5
Faribault County|2017|305.0
Faulk County|2017|35.0
Faulkner County|2017|2035.0
Fauquier County|2017|1192.0
Fayette County|2017|1557.8181818181818
Fentress County|2017|320.0
Fergus County|2017|234.0
Ferry County|2017|280.0
Fillmore County|2017|240.5
Finney County|2017|544.0
Fisher County|2017|61.0
Flagler County|2017|2157.0
Flathead County|2017|2452.0
Fleming County|2017|369.0
Florence County|2017|1549.0
Florida Municipio|2017|487.0
Floyd County|2017|893.1666666666666
Fluvanna County|2017|413.0
Foard County|2017|20.0
Fond du Lac County|2017|1629.0
Ford County|2017|400.5
Forest County|2017|164.5
Forrest County|2017|1630.0
Forsyth County|2017|6233.0
Fort Bend County|2017|17129.0
Foster County|2017|41.0
Fountain County|2017|317.0
Franklin County|2017|1986.625
Franklin Parish|2017|548.0
Franklin city|2017|193.0
Frederick County|2017|3119.5
Fredericksburg city|2017|601.0
Freeborn County|2017|593.0
Freestone County|2017|425.0
Fremont County|2017|507.25
Fresno County|2017|38070.0
Frio County|2017|358.0
Frontier County|2017|40.0
Fulton County|2017|3871.25
Furnas County|2017|65.0
Gadsden County|2017|982.0
Gage County|2017|383.0
Gaines County|2017|280.0
Galax city|2017|130.0
Gallatin County|2017|698.6666666666666
Gallia County|2017|818.0
Galveston County|2017|8412.0
Garden County|2017|33.0
Garfield County|2017|389.0
Garland County|2017|1619.0
Garrard County|2017|371.0
Garrett County|2017|814.0
Garvin County|2017|529.0
Garza County|2017|70.0
Gasconade County|2017|300.0
Gaston County|2017|5021.0
Gates County|2017|237.0
Geary County|2017|584.0
Geauga County|2017|2326.0
Gem County|2017|311.0
Genesee County|2017|5990.0
Geneva County|2017|462.0
Gentry County|2017|102.0
George County|2017|629.0
Georgetown County|2017|1396.0
Gibson County|2017|769.0
Gila County|2017|1295.0
Gilchrist County|2017|288.0
Giles County|2017|452.5
Gillespie County|2017|340.0
Gilliam County|2017|36.0
Gilmer County|2017|387.5
Gilpin County|2017|73.0
Glacier County|2017|457.0
Glades County|2017|261.0
Gladwin County|2017|661.0
Glascock County|2017|66.0
Glasscock County|2017|18.0
Glenn County|2017|963.0
Gloucester County|2017|3902.5
Glynn County|2017|1887.0
Gogebic County|2017|386.0
Golden Valley County|2017|19.0
Goliad County|2017|160.0
Gonzales County|2017|326.0
Goochland County|2017|383.0
Goodhue County|2017|874.0
Gooding County|2017|197.0
Gordon County|2017|1242.0
Goshen County|2017|197.0
Gosper County|2017|27.0
Gove County|2017|33.0
Grady County|2017|795.0
Grafton County|2017|1058.0
Graham County|2017|347.0
Grainger County|2017|395.0
Grand County|2017|266.5
Grand Forks County|2017|856.0
Grand Isle County|2017|140.0
